"doc_id","논문명","저자명","pub_year","KCI 등재 구분","주제분야","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","Topic9","Topic10"
"ART001258699","입국초기 새터민 청소년들의심리적 건강상태에 관한 탐색적 연구","양계민;황순택",2008,"등재","기타사회과학",0.29756339376995,0.118999324655659,0.0104127822525903,0.519224143215297,0.00503762332102328,0.0116216679936547,0.0191381048463508,0.00944612594027796,0.00399161057506304,0.00456522343013382
"ART001466300","청소년 자해의 이해 및 특성에 대한 고찰","이동훈;양미진;김수리",2010,"등재","상담심리/심리치료",0.00143206025191661,0.00624474309190771,0.00356043415473099,0.00175189524974631,0.00690124766810593,0.0153485554169314,0.00619344591969276,0.00159028055922596,0.951145740799741,0.00583159688800067
"ART001501510","청소년 자해 행동의 치료 및 예방과 기독교 상담학적 방안","강경미",2010,"등재","기독교신학",0.00285900617163946,0.963881020940779,0.00235141981746617,0.0030696663491067,0.00303989649615345,0.00573492931851689,0.00134748850974676,0.00317203636673671,0.0120648481079336,0.00247968792192142
"ART001673942","학교상담현장에서의 위기유형분류와 기독교 가정교육(사역)적 접근","박미라",2012,"등재","기독교교육",0.00291006091913273,0.966526525727439,0.00276563624893734,0.00436806731573532,0.00309721690062527,0.00578572928419832,0.0016889396004956,0.003935294957084,0.00637770748152691,0.00254482156482491
"ART001752685","문제행동사례에 대한 유형별 단어 및 형태소 특성 분석: Homi.info에 기록된 사례를 중심으로","강정배;이효신",2013,"등재","특수교육",0.00423145766554488,0.948484464365313,0.00487749016769244,0.00633177814701614,0.0051061079057813,0.00815246761175453,0.00270031338434951,0.00579610053616987,0.0106192865655619,0.00370053365081673
"ART001972640","청소년 가출과 자살위험 - 정책적 함의","김준홍",2012,"미등재","정책학",0.00293836058123683,0.0022668300419243,0.966168473764524,0.00235927583238446,0.00524958877084913,0.00618838183600552,0.00695334589749105,0.00442540076785744,0.0022328318977151,0.00121751061001251
"ART001993192","청소년 내담자의 반복적 자해행동의 의미탐색: ‘고통으로 고통을 견디기’","김수진;김봉환",2015,"등재","심리과학",0.002992984429545,0.00240047895819476,0.00321236848067193,0.00121835341041468,0.00387359812753513,0.979566089696138,0.000999131491760764,0.000670827823174729,0.00427435046203941,0.000791817120525355
"ART002008030","입체매체를 활용한 집단미술치료프로그램이 학교 부적응 청소년의 스트레스 대처에 미치는 효과","김미희;김정일",2015,"등재","예술교육",0.0027053605199564,0.00184366609138041,0.964742587275226,0.00331811498101157,0.00378777508943836,0.00682262787279993,0.00944973573975351,0.00397537674028475,0.00201997849993504,0.00133477719021353
"ART002079322","청소년의 처벌민감성과 강화민감성이 불안, 우울, 자해행동에 미치는 영향: 스트레스와 통제가능성 귀인의 역할","이혜림;이영호",2015,"등재","기타사회과학",0.00953792176892726,0.00553592043361075,0.21975858731675,0.0183064986807409,0.00950866188133781,0.00581170681452586,0.487202304357084,0.229935734901985,0.0049921129267381,0.00941055091829938
"ART002136866","청소년의 일상적 스트레스와 자해행동: 인지적 정서조절전략의 조절효과","성나경;강이영",2016,"등재","심리과학",0.00849304772193661,0.0352489669483069,0.0120953248741505,0.372472230137355,0.0160320942237507,0.0124683999505338,0.277211430425419,0.0856069359106632,0.168710254824065,0.0116613149838188
"ART002159723","자살 예방 홍보 메시지의 효과에 영향을 주는 요인에 대한 연구: 촉진/예방 초점 적용과 참여자들의 자기 감시 수준을 중심으로","유현재;김인기;임재성",2016,"등재","신문방송학",0.00338501723903072,0.965912833967048,0.00285173490668131,0.00527051899364646,0.00318611706893669,0.00539128556600129,0.00206012777211839,0.00487261241615966,0.00480558344638537,0.00226416862399251
"ART002167043","청소년 자해행동: 여중생의 자살적 자해와 비(非)자살적 자해","이동귀;함경애;배병훈",2016,"등재","심리과학",0.00203498017950765,0.00266191603810387,0.00548844034232038,0.00288213534128313,0.95392032959123,0.00910698770191839,0.0106481934443805,0.00222822246582633,0.00529244797379221,0.00573634692163784
"ART002265656","비자살적 자해의 위험요인과 보호요인 개관","김수진",2017,"등재","기타사회과학",0.00103266770125724,0.00557539926890461,0.00194731538058362,0.00125447153138713,0.00443236328942406,0.0108683399758021,0.0040144784857059,0.00111053626053225,0.965465422157719,0.00429900594868434
"ART002267864","자해행동 청소년을 위한 단기개입 프로그램 개발 및 효과","이동귀;함경애;정신영;함용미",2017,"등재","심리과학",0.00758404424764198,0.0077607049632597,0.223396074911829,0.102291272790373,0.469531573602513,0.055181158252156,0.0860080661774691,0.00840454891445391,0.021993719807501,0.017848836332804
"ART002276589","학교 내 청소년문제행동의 유형과 교육적 지도방안에 관한 연구","신동업",2017,"등재후보","사회복지교육",0.000769252804364252,0.00714941189211969,0.00175134074068653,0.00094166987283899,0.00329250214184114,0.0073499481957568,0.00254712896453451,0.000906200693546992,0.972392013929771,0.00290053076454018
"ART002298984","청소년의 비자살적 자해행동에 관한 연구","안영신;송현주",2017,"등재","특수교육",0.000837579610566964,0.00237560812695898,0.00121961478546981,0.00236688570392436,0.00275448486784008,0.00175619357444073,0.0132974646562014,0.000811523014851573,0.0042405494346514,0.970340096225095
"ART002302505","청소년의 자해 행동 예방을 위한 마음챙김 기반 정서 관리 훈련 효과","이우경",2017,"등재","학교보건",0.00260440944396771,0.00442483072646616,0.00321860378125638,0.964404607409751,0.00238442364231276,0.00489164121775312,0.0129956356999743,0.00176565859175445,0.00133048613032759,0.00197970335643571
"ART002352218","계절형 우울과 자살 예방을 위한 비타민 D 제재 복용","배종면",2018,"등재","건강증진/보건교육",0.00358514684666211,0.960000575755938,0.00322306972670513,0.0048300609465742,0.00377062036683553,0.00667946729074458,0.00218381635719953,0.00469257829304254,0.00777121217968548,0.00326345223661367
"ART002352235","아동 및 청소년 자살 상담에 관한 사례 연구","조윤주",2018,"등재","교과교육학",0.00352011328207933,0.962758661364019,0.00292623997306557,0.00418419828905304,0.00362563634889732,0.00738347277114915,0.00185613708745624,0.00388401446164134,0.00697019501108138,0.00289133141155742
"ART002356215","한국 청소년 대상 성찰기능 일차선별 질문지 타당화","박민경;송현주",2018,"등재","특수교육",0.000998579467757913,0.00267578094068381,0.00139030664173437,0.00273337666421753,0.00309778039189332,0.00202528029604328,0.0131323124882505,0.000868100072667344,0.00450017891971181,0.96857830411704
"ART002383228","변증법행동치료(DBT)의 근거와 한국 보급: 체계적 문헌 고찰","최현정",2018,"등재","심리과학",0.958871281392101,0.00473581610691739,0.00519829260090097,0.00447370072603832,0.00288208722329354,0.0100673104137503,0.00562237222059135,0.00455837567245769,0.00192378114051527,0.00166698250343441
"ART002472086","청소년의 충동성이 자해에 미치는 영향 : 사회적지지의 조절효과를 중심으로","김수진",2019,"등재","사회복지학",0.00133879492908218,0.000439520616039382,0.00352263756641603,0.00948824193842615,0.00318427556481537,0.00104996660596403,0.962746869343364,0.00639428935032421,0.00217348770648785,0.0096619163790812
"ART002480220","청소년의 비자살적 자해와 수치심경향성, 죄책감경청소년의 비자살적 자해와 수치심경향성, 죄책감경향성의 관계향성의 관계","김화정;송현주",2019,"등재후보","상담심리/심리치료",0.00143522828048079,0.00373028782154884,0.00211444741735459,0.00330681795655149,0.00482231264069406,0.00283451584944062,0.0184647034845699,0.00132434089500472,0.00678479051326433,0.955182555141091
"ART002484849","일 대학병원에 방문한 우울한 청소년에서 비자살성 자해행동의 임상적 특성과 자살 시도 예측요인","김경미",2019,"등재","정신신체의학/자문조정정신의학",0.00194297477591482,0.00214719515005559,0.00855203823193181,0.00207572308051679,0.965932785253834,0.00681219664608574,0.00486878879335168,0.00176192208816877,0.00332727425083533,0.00257910172930493
"ART002485587","청소년 비자살적 자해 위기상담 경험에 관한 현상학 연구: 상담자 경험을 중심으로","권경인;김지영",2019,"등재","교육학",0.0028188796338625,0.00228560408111477,0.00314786416672476,0.0011112009238559,0.00488938154571465,0.97817287415074,0.000991029311717009,0.00065800038139981,0.00512048323036829,0.000804682574501816
"ART002499950","비자살적 자해와 극복과정 경험에 대한 질적 연구: 상담경험이 있는 청소년을 대상으로","서미;김지혜;이태영;김은하",2019,"등재","교육학",0.0040126785985838,0.00708512832108472,0.0088812102182682,0.0036001101305156,0.54475793738882,0.386843948744928,0.00519362930218835,0.00228549674964942,0.0316533005514532,0.00568655999450854
"ART002530661","자살 의도가 없는 자해의 근거기반치료","허지원",2019,"등재","심리과학",0.00337115267857324,0.00422385696595173,0.00370322600533835,0.00178929212726415,0.0017001794271237,0.00195088377629003,0.0105961348423051,0.970660066088048,0.00124694370103265,0.000758264388073367
"ART002553617","여자 청소년들의 비자살적 자해에 대한 의미","손자영",2020,"등재","기타사회과학",0.0055862072258964,0.00414023102058913,0.0572642872840574,0.00331450951023669,0.00935841255154128,0.90404383743867,0.00418216841331625,0.00258973363856827,0.00729171660615358,0.00222889631097022
"ART002559122","청소년 자해에 관한 연구동향","임경문;김혜경;백운진;이윤주",2020,"등재","기타사회과학",0.00147382931458844,0.00593884890870249,0.00383055952346901,0.00196989201412709,0.00704468202190353,0.0148151312430424,0.00726936450264573,0.00167897373963403,0.948616636164071,0.0073620825678168
"ART002582312","학교차원 긍정적 행동지원 적용을 통한 위기학생 예방 및 지원 방안 모색","박계신",2020,"등재","특수교육",0.00293739606094974,0.967836068135743,0.00298377420397304,0.00411597504909788,0.00290188122194457,0.00498846321255648,0.00173742710371908,0.00397398535121997,0.0059760479597683,0.002548981701028
"ART002587193","청소년의 학교폭력 피해경험, 우울, 자살생각과의 관계에서 부모 방임수준의 조절된 매개효과","심혜인;김동현;곽대경",2020,"등재","경찰행정",0.00246120349242149,0.00318681190240341,0.00322791360097543,0.00152936257514409,0.00147752787015167,0.00135895536015265,0.0106974240961535,0.974457740077599,0.000942199091522623,0.000660861933476697
"ART002589448","대학생의 자해 중단 경험에 대한 사례연구","김지윤;조영희;김성연;이동훈",2020,"등재","심리과학",0.00405277054175997,0.00316669660169515,0.00478364439989541,0.00160171811777439,0.00575089202889727,0.968260594865641,0.00164921147794789,0.000999094058225995,0.00850905426503638,0.001226323643127
"ART002600863","청소년 자해 관련 국내 연구 동향","이문영;배용순",2020,"등재","사회복지학",0.00107934483429919,0.00529686511866955,0.00193230883399847,0.0020341743899515,0.00501728480537221,0.00469695388627986,0.0132276211903067,0.00109619084554903,0.383570286240005,0.582048969855569
"ART002601275","청소년 자살위험의 유형화와 심리사회적 특성연구","최진영;유비;김기현;최윤선;함혜욱",2020,"등재","사회복지학",0.00158432015779087,0.00223504402617913,0.00586003260643063,0.00234355658240451,0.962228462559875,0.00688966655242036,0.00835628133766453,0.00196904090443399,0.00476012621293083,0.00377346905986955
"ART002603091","중학생의 비자살적 자해에 영향을 미치는 요인 : 자해의 심각성을 중심으로","배수현;성희자",2020,"등재","사회복지학",0.00535927058624399,0.00531517870304522,0.00960756082720513,0.0114728155389854,0.00739041012457275,0.00328065223692103,0.468352341384911,0.413346091747298,0.00646487596844537,0.0694108028823722
"ART002603662","특성화고등학교 남학생들의 비자살적 자해 실태 및 동기에 관한 연구","박문숙;서영석;안하얀",2020,"등재","상담심리/심리치료",0.00110172442764412,0.00269433064291642,0.00171878320339314,0.00325738996672729,0.00377934154643179,0.00241695904804719,0.0199718595415395,0.0011170679251961,0.00535185271088415,0.95859069098722
"ART002603796","청소년 비자살적 자해상담 경험에 대한 현상학 연구: 상담자의 어려움과 대처방안을 중심으로","권경인;김지영",2020,"등재","상담심리/심리치료",0.00362813133628899,0.00387685699138834,0.00377870328685658,0.00148417749113258,0.00489709154544541,0.969457191687171,0.0013059912982237,0.000887427842979805,0.00954200432729607,0.0011424241932173
"ART002603875","EBP 기반 자살⋅자해 청소년 상담클리닉 운영 모형 개발","서미;소수연;강유임;손지아;김지혜",2020,"등재","상담심리/심리치료",0.00253029000560863,0.00198762025921169,0.967896645500988,0.00240240114828581,0.00395693732594044,0.00761427424342445,0.00664817090499997,0.00328019379998257,0.00241921865300386,0.00126424815855446
"ART002603881","고위기(자살시도 및 자해)청소년 개인맞춤형 그뤠잇⁺ 프로그램의 효과","신수정;정은실;허미경;윤은주",2020,"등재","상담심리/심리치료",0.00638039124673389,0.00856916653919361,0.213263048613208,0.00346157234057871,0.0126182779910231,0.543840556265827,0.00805594137994051,0.00427017809896439,0.194992268268771,0.00454859925576062
"ART002614288","자해 청소년의 정신분석적 미술치료 단일 임상사례 연구","하재희;안석",2020,"등재","목회상담학",0.709924575817524,0.00749341662334188,0.00882112089272958,0.00463246941787324,0.00498075765695552,0.248880487405709,0.00389620053267677,0.00437759402634901,0.00514557169294606,0.0018478059338949
"ART002622594","비자살적 자해(Non-Suicidal Self-Injury: NSSI)에 대한 국내연구동향: 2000년부터 2019년까지","박경애;김지연;강남이;김숙진;윤희옥",2020,"등재","기타사회과학",0.000932240978052945,0.00437021874109339,0.00228707043904741,0.00117312214199354,0.00459664127431301,0.00771307089184525,0.00457576038350079,0.0012337218845886,0.96866263629357,0.00445551697199554
"ART002632873","청소년 집단에서의 자해와 SNS 사용: 체계적 문헌고찰 연구","김소정;고그림",2020,"등재","임상심리",0.000954937965169687,0.00526669786916099,0.00224947364567969,0.00125258001769006,0.00512085540297541,0.0080583624620099,0.00403666705957452,0.00115442286251976,0.967659728199185,0.00424627451603498
"ART002648004","유년기 무효화 환경과 고통 감내력 부족이 청소년의 비자살적 자해에 미치는 영향: 자기표현의 매개된 조절효과","송지숙;구본용",2020,"등재","기타사회과학",0.00161783793883852,0.000555515156921462,0.00449628460212249,0.0134565974262185,0.00334895490803733,0.001360529798818,0.956162438239385,0.00818407226832382,0.00242463559633924,0.00839313406499528
"ART002648011","고등학생의 아동기 학대 경험과 비자살적 자해 간의 관계: 초기 부적응 도식의 매개효과를 중심으로","강민아;장재홍",2020,"등재","기타사회과학",0.00489774501953743,0.00503910274326316,0.00638656734418413,0.677050280830815,0.00637843979744783,0.00437263482001743,0.264409780933093,0.00635698875262758,0.00451378219542082,0.020594677563593
"ART002650400","청소년의 정서적 학대 경험이 비자살적 자해에 미치는 영향: 초기부적응도식과 정서조절곤란의 이중매개효과","이수정;김종남",2020,"등재","심리과학",0.00110297960430463,0.000311187849255821,0.00294465841925217,0.0104912413804081,0.00205663988855054,0.000743002984002739,0.969073312655912,0.00573823591631841,0.00144311976850493,0.00609562153349055
"ART002653298","부모양육행동과 남자 청소년들의 비자살적 자해행동: 자해동기의 순차매개효과","박문숙;안하얀;서영석",2020,"등재","교과교육학",0.0014812915551385,0.00190032470896214,0.00260223602380363,0.00717551691534842,0.00408949792559628,0.00175431017519522,0.20766341369446,0.00370861021173443,0.00510877181489102,0.76451602697487
"ART002662805","자해 청소년에 대한 대중의 반응 및 태도:네이버와 다음 뉴스 댓글을 중심으로","김서영;손하림;이동귀",2020,"등재","심리과학",0.00181539209357429,0.00288436996664379,0.00453651799525335,0.00182577352559932,0.96590619692276,0.00816277044375245,0.00476710445647712,0.00152542115557139,0.0058927255626004,0.00268372787776731
"ART002663284","청소년의 자해 행동 관련 변인에 대한 메타분석","이현정;김장회",2020,"등재","교육상담",0.00389250680783203,0.0044607226968628,0.125735531522612,0.0136787276228084,0.0153816789649361,0.0133818667776529,0.524699536621682,0.016300191103603,0.261202153056098,0.0212670848259124
"ART002683921","비자살적 자해 청소년 상담의 개입방안에 대한 수퍼바이저의 인식연구","김영자;라수현;김나진;김영희",2021,"등재","정책학일반",0.00405882212000084,0.00424375865912834,0.00487377013673309,0.00155093993242526,0.00573666844209103,0.958286450903879,0.0014485079506887,0.000963240510484665,0.0175354355046432,0.00130240583992596
